ID,Run,Sequence_Length,Graph_Type,MSE,Predicted_Values,True_Values,Rescaled_Errors,Normalized_Errors
4,9,5,gnn_learned,1732.9945,"[8860.06851196289, 3505.7042236328125, 6017.9885177612305, 3411.151340484619, 8594.20751953125, 2705.898147583008, 941.2368030548096, 6543.33642578125, 3205.8284912109375, 3064.0826301574707]","[800.0, 4056.0, 7665.0, 7723.0, 8429.0, 8430.0, 3881.0, 9025.0, 8527.0, 1079.0]","[8060.068511962891, -550.2957763671875, -1647.0114822387695, -4311.848659515381, 165.20751953125, -5724.101852416992, -2939.7631969451904, -2481.66357421875, -5321.1715087890625, 1985.0826301574707]","[80.6006851196289, -5.981475830078125, -16.97949981689453, -46.36396408081055, 1.685791015625, -58.409202575683594, -30.30683708190918, -25.850662231445312, -54.29766845703125, 20.255945205688477]"
4,10,5,gnn_learned,1944.6592,"[9087.017059326172, 3120.8841400146484, 5817.711402893066, 3062.82315826416, 8601.397964477539, 2814.774658203125, 596.8873858451843, 5206.5460205078125, 2854.6243782043457, 2588.8427810668945]","[800.0, 4056.0, 7665.0, 7723.0, 8429.0, 8430.0, 3881.0, 9025.0, 8527.0, 1079.0]","[8287.017059326172, -935.1158599853516, -1847.2885971069336, -4660.17684173584, 172.39796447753906, -5615.225341796875, -3284.1126141548157, -3818.4539794921875, -5672.375621795654, 1509.8427810668945]","[82.87017059326172, -10.164302825927734, -19.044212341308594, -50.10942840576172, 1.7591629028320312, -57.2982177734375, -33.85683059692383, -39.77556228637695, -57.881385803222656, 15.406558990478516]"
5,1,5,gnn_learned,1313.5582,"[3051.365339279175, 646.8789072036743, 7544.5780029296875, 9501.08447265625, 3903.243942260742, 741.443769454956, 3132.254867553711, 693.5605773925781, 6113.726760864258, 599.6839399337769]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4224.634660720825, -5949.121092796326, 4687.5780029296875, 194.08447265625, 3002.243942260742, -5139.556230545044, -2845.745132446289, -458.4394226074219, -1034.2732391357422, 127.68393993377686]","[-43.55293273925781, -61.331146240234375, 50.951934814453125, 1.96044921875, 33.73307800292969, -52.44445037841797, -29.03821563720703, -4.7754106521606445, -11.002906799316406, 1.358339786529541]"
5,2,5,gnn_learned,1409.4006,"[3128.435203552246, 632.2636346817017, 8088.865478515625, 9639.664985656738, 4301.300163269043, 656.7683734893799, 3415.741355895996, 754.7302551269531, 5701.778961181641, 589.2321395874023]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4147.564796447754, -5963.736365318298, 5231.865478515625, 332.6649856567383, 3400.300163269043, -5224.23162651062, -2562.258644104004, -397.2697448730469, -1446.2210388183594, 117.23213958740234]","[-42.758399963378906, -61.48181915283203, 56.86810302734375, 3.3602523803710938, 38.20561981201172, -53.30848693847656, -26.145496368408203, -4.138226509094238, -15.385330200195312, 1.2471504211425781]"
5,3,5,gnn_learned,1376.3372,"[3102.4914112091064, 638.9720144271851, 7664.419738769531, 8981.17359161377, 3830.1869010925293, 632.8649291992188, 3010.3331985473633, 626.189208984375, 5043.662780761719, 481.91043186187744]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4173.508588790894, -5957.027985572815, 4807.419738769531, -325.82640838623047, 2929.1869010925293, -5248.135070800781, -2967.6668014526367, -525.810791015625, -2104.3372192382812, 9.910431861877441]","[-43.02586364746094, -61.41265869140625, 52.25456237792969, -3.2911758422851562, 32.91221237182617, -53.552398681640625, -30.28231430053711, -5.477195739746094, -22.386566162109375, 0.10543012619018555]"
5,4,5,gnn_learned,1361.2347,"[2927.5745582580566, 391.51454973220825, 6949.533721923828, 8978.291328430176, 3803.4788208007812, 563.6857757568359, 2785.3401985168457, 500.12818908691406, 5263.466812133789, 270.6916494369507]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4348.425441741943, -6204.485450267792, 4092.533721923828, -328.7086715698242, 2902.4788208007812, -5317.314224243164, -3192.6598014831543, -651.8718109130859, -1884.533187866211, -201.30835056304932]","[-44.82912826538086, -63.963768005371094, 44.48406219482422, -3.3202896118164062, 32.61212158203125, -54.25830841064453, -32.578163146972656, -6.7903313636779785, -20.04822540283203, -2.141578197479248]"
5,5,5,gnn_learned,1397.9246,"[2894.558650970459, 541.0972275733948, 7692.401153564453, 9184.588409423828, 3855.0433044433594, 578.9687423706055, 2912.2369346618652, 623.6275634765625, 5689.267692565918, 492.7800693511963]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4381.441349029541, -6054.902772426605, 4835.401153564453, -122.41159057617188, 2954.0433044433594, -5302.0312576293945, -3065.7630653381348, -528.3724365234375, -1458.732307434082, 20.78006935119629]","[-45.169498443603516, -62.42167663574219, 52.55870819091797, -1.236480712890625, 33.191497802734375, -54.102359771728516, -31.283296585083008, -5.503879547119141, -15.518428802490234, 0.22106456756591797]"
5,6,5,gnn_learned,1363.8848,"[3261.7365684509277, 590.9183578491211, 7677.5130615234375, 9478.39193725586, 4079.7131004333496, 571.851336479187, 3198.853401184082, 692.5504302978516, 5499.955642700195, 502.50533866882324]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4014.2634315490723, -6005.081642150879, 4820.5130615234375, 171.39193725585938, 3178.7131004333496, -5309.148663520813, -2779.146598815918, -459.44956970214844, -1648.0443572998047, 30.505338668823242]","[-41.384159088134766, -61.908058166503906, 52.396881103515625, 1.731231689453125, 35.715877532958984, -54.17498779296875, -28.358638763427734, -4.785933017730713, -17.532386779785156, 0.3245248794555664]"
5,7,5,gnn_learned,1289.9192,"[2808.863489151001, 734.826461315155, 6595.806243896484, 8520.121757507324, 3343.134075164795, 659.2119340896606, 2709.6244468688965, 629.8034820556641, 4699.97420501709, 419.07170581817627]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4467.136510848999, -5861.173538684845, 3738.8062438964844, -786.8782424926758, 2442.134075164795, -5221.788065910339, -3268.3755531311035, -522.1965179443359, -2448.02579498291, -52.92829418182373]","[-46.052955627441406, -60.424468994140625, 40.639198303222656, -7.948265075683594, 27.439708709716797, -53.28355026245117, -33.35076904296875, -5.439547061920166, -26.042827606201172, -0.5630669593811035]"
5,8,5,gnn_learned,1379.084,"[3084.285779953003, 862.0918292999268, 8173.14453125, 10410.543495178223, 4133.540065765381, 715.0119962692261, 3275.882080078125, 589.6211242675781, 6350.340377807617, 580.4881286621094]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4191.714220046997, -5733.908170700073, 5316.14453125, 1103.5434951782227, 3232.540065765381, -5165.988003730774, -2702.117919921875, -562.3788757324219, -797.6596221923828, 108.48812866210938]","[-43.21354675292969, -59.112457275390625, 57.7841796875, 11.146903991699219, 36.320674896240234, -52.71416473388672, -27.5726318359375, -5.8581132888793945, -8.485740661621094, 1.1541290283203125]"
5,9,5,gnn_learned,1327.0979,"[2604.7288570404053, 701.1955714225769, 7140.229187011719, 9230.742385864258, 3693.7929344177246, 754.709867477417, 2855.3296508789062, 649.8660736083984, 5449.374847412109, 533.8583641052246]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-4671.271142959595, -5894.804428577423, 4283.229187011719, -76.25761413574219, 2792.7929344177246, -5126.290132522583, -3122.6703491210938, -502.13392639160156, -1698.6251525878906, 61.85836410522461]","[-48.157432556152344, -60.77117919921875, 46.55683898925781, -0.7702789306640625, 31.379695892333984, -52.30908203125, -31.863983154296875, -5.23056173324585, -18.070480346679688, 0.6580677032470703]"
5,10,5,gnn_learned,1348.8003,"[3323.363967895508, 511.84998512268066, 7700.720123291016, 9280.05355834961, 3908.2649269104004, 538.2015008926392, 3146.804733276367, 667.034912109375, 6007.488014221191, 467.49056816101074]","[7276.0, 6596.0, 2857.0, 9307.0, 901.0, 5881.0, 5978.0, 1152.0, 7148.0, 472.0]","[-3952.636032104492, -6084.150014877319, 4843.720123291016, -26.946441650390625, 3007.2649269104004, -5342.798499107361, -2831.195266723633, -484.965087890625, -1140.5119857788086, -4.509431838989258]","[-40.74882507324219, -62.72319793701172, 52.649131774902344, -0.272186279296875, 33.789493560791016, -54.51835250854492, -28.889747619628906, -5.051719665527344, -12.133106231689453, -0.047972679138183594]"
6,1,5,gnn_learned,842.237,"[6492.567886352539, 7159.021911621094, 8018.087554931641, 9000.57300567627, 2159.851318359375, 4935.221603393555, 2649.707717895508, 1269.9489698410034, 8200.497901916504, 3024.572208404541]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[1037.567886352539, 901.0219116210938, 2572.0875549316406, 1773.5730056762695, -1296.148681640625, 2559.2216033935547, 1346.7077178955078, -5660.051030158997, 977.4979019165039, -4371.427791595459]","[11.037956237792969, 9.793716430664062, 25.980682373046875, 17.914878845214844, -13.501548767089844, 25.850723266601562, 14.480728149414062, -57.17223358154297, 10.289451599121094, -52.66780471801758]"
6,2,5,gnn_learned,706.2119,"[5590.223609924316, 6280.919982910156, 6739.594612121582, 7765.6350173950195, 2129.0963745117188, 4420.1246910095215, 2202.0538654327393, 1236.3316297531128, 7593.945167541504, 2983.735210418701]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[135.2236099243164, 22.91998291015625, 1293.594612121582, 538.6350173950195, -1326.9036254882812, 2044.1246910095215, 899.0538654327393, -5693.668370246887, 370.9451675415039, -4412.264789581299]","[1.4385490417480469, 0.2491302490234375, 13.066612243652344, 5.440757751464844, -13.82191276550293, 20.647724151611328, 9.667245864868164, -57.511802673339844, 3.9046859741210938, -53.15981674194336]"
6,3,5,gnn_learned,772.395,"[5554.082534790039, 5964.342193603516, 6761.447242736816, 7982.771553039551, 1950.46435546875, 4519.916255950928, 2113.0221099853516, 1132.1586055755615, 7954.246757507324, 2702.2474784851074]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[99.08253479003906, -293.6578063964844, 1315.4472427368164, 755.7715530395508, -1505.53564453125, 2143.9162559509277, 810.0221099853516, -5797.8413944244385, 731.2467575073242, -4693.752521514893]","[1.0540695190429688, -3.1919326782226562, 13.287345886230469, 7.634056091308594, -15.682662963867188, 21.655719757080078, 8.709915161132812, -58.564056396484375, 7.697334289550781, -56.55123519897461]"
6,4,5,gnn_learned,770.454,"[5921.851295471191, 6752.627746582031, 7357.023574829102, 8432.431800842285, 2058.7049560546875, 4560.011135101318, 2427.6563110351562, 1227.6530227661133, 8125.333297729492, 2943.7565689086914]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[466.8512954711914, 494.62774658203125, 1911.0235748291016, 1205.4318008422852, -1397.2950439453125, 2184.0111351013184, 1124.6563110351562, -5702.346977233887, 902.3332977294922, -4452.243431091309]","[4.966503143310547, 5.3763885498046875, 19.303268432617188, 12.176078796386719, -14.555156707763672, 22.060718536376953, 12.09307861328125, -57.599464416503906, 9.498245239257812, -53.64148712158203]"
6,5,5,gnn_learned,738.1964,"[5962.935417175293, 6643.62060546875, 7118.602401733398, 8394.43970489502, 2238.0990600585938, 5015.803745269775, 2523.9300994873047, 1349.4673519134521, 7639.318626403809, 3107.443344116211]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[507.93541717529297, 385.62060546875, 1672.6024017333984, 1167.4397048950195, -1217.9009399414062, 2639.8037452697754, 1220.9300994873047, -5580.532648086548, 416.3186264038086, -4288.556655883789]","[5.403568267822266, 4.1915283203125, 16.894973754882812, 11.792320251464844, -12.686468124389648, 26.664684295654297, 13.128280639648438, -56.3690185546875, 4.382301330566406, -51.66935729980469]"
6,6,5,gnn_learned,774.2573,"[5879.345397949219, 6472.863433837891, 7257.059799194336, 8227.828125, 2103.2667846679688, 4724.051639556885, 2633.9544734954834, 1333.3047552108765, 7915.130432128906, 2800.909397125244]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[424.34539794921875, 214.86343383789062, 1811.059799194336, 1000.828125, -1352.7332153320312, 2348.0516395568848, 1330.9544734954834, -5596.6952447891235, 692.1304321289062, -4595.090602874756]","[4.514312744140625, 2.3354721069335938, 18.293533325195312, 10.109375, -14.090970993041992, 23.717693328857422, 14.311338424682617, -56.53227615356445, 7.28558349609375, -55.3625373840332]"
6,7,5,gnn_learned,759.94403,"[5812.337982177734, 6216.3546142578125, 6759.193397521973, 7725.488021850586, 1987.552734375, 4541.243946075439, 2099.2090854644775, 1094.3129453659058, 7614.221961975098, 2770.113998413086]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[357.3379821777344, -41.6453857421875, 1313.1933975219727, 498.48802185058594, -1468.447265625, 2165.2439460754395, 796.2090854644775, -5835.687054634094, 391.22196197509766, -4625.886001586914]","[3.8014678955078125, -0.452667236328125, 13.264579772949219, 5.0352325439453125, -15.29632568359375, 21.871150970458984, 8.56138801574707, -58.94633483886719, 4.118125915527344, -55.73356628417969]"
6,8,5,gnn_learned,713.5165,"[5512.334678649902, 6005.596618652344, 6677.486221313477, 7756.930824279785, 1978.9171142578125, 4008.000331878662, 2193.100259780884, 1227.3051080703735, 7655.024154663086, 2846.1138496398926]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[57.334678649902344, -252.40338134765625, 1231.4862213134766, 529.9308242797852, -1477.0828857421875, 1632.000331878662, 890.1002597808838, -5702.6948919296265, 432.02415466308594, -4549.886150360107]","[0.6099433898925781, -2.7435150146484375, 12.439254760742188, 5.352836608886719, -15.386280059814453, 16.484851837158203, 9.57097053527832, -57.60297775268555, 4.5476226806640625, -54.81790542602539]"
6,9,5,gnn_learned,686.8127,"[5916.380416870117, 6063.1092529296875, 6975.743057250977, 7701.290908813477, 2167.9520874023438, 4133.098560333252, 2346.0528411865234, 1366.6542434692383, 7525.19352722168, 3012.710994720459]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[461.3804168701172, -194.8907470703125, 1529.7430572509766, 474.29090881347656, -1288.0479125976562, 1757.098560333252, 1043.0528411865234, -5563.345756530762, 302.1935272216797, -4383.289005279541]","[4.908302307128906, -2.118377685546875, 15.451950073242188, 4.7908172607421875, -13.417165756225586, 17.748470306396484, 11.215621948242188, -56.195411682128906, 3.1809844970703125, -52.81071090698242]"
6,10,5,gnn_learned,754.46497,"[5215.407287597656, 5929.145202636719, 6437.314994812012, 7246.246055603027, 2022.7218017578125, 4070.924457550049, 2212.642059326172, 1152.4104509353638, 7020.2197341918945, 2554.1738624572754]","[5455.0, 6258.0, 5446.0, 7227.0, 3456.0, 2376.0, 1303.0, 6930.0, 7223.0, 7396.0]","[-239.59271240234375, -328.85479736328125, 991.3149948120117, 19.246055603027344, -1433.2781982421875, 1694.9244575500488, 909.6420593261719, -5777.589549064636, -202.78026580810547, -4841.826137542725]","[-2.548858642578125, -3.5745086669921875, 10.013282775878906, 0.19440460205078125, -14.929981231689453, 17.12044906616211, 9.781097412109375, -58.35948944091797, -2.1345291137695312, -58.33525466918945]"
7,1,5,gnn_learned,1205.0928,"[3084.7910480499268, 7942.472076416016, 4826.359413146973, 2995.1170043945312, 497.4510040283203, 6187.124069213867, 5311.5831298828125, 3928.8260040283203, 2276.8981761932373, 8218.583740234375]","[4852.0, 6370.0, 8037.0, 3169.0, 5955.0, 3914.0, 3840.0, 3203.0, 3009.0, 673.0]","[-1767.2089519500732, 1572.4720764160156, -3210.6405868530273, -173.88299560546875, -5457.54899597168, 2273.124069213867, 1471.5831298828125, 725.8260040283203, -732.1018238067627, 7545.583740234375]","[-17.850595474243164, 16.552337646484375, -32.76163864135742, -1.8112812042236328, -56.84946823120117, 24.979385375976562, 15.328990936279297, 7.4827423095703125, -7.547441482543945, 78.5998306274414]"
7,2,5,gnn_learned,1238.5184,"[3223.1440238952637, 7374.879112243652, 4586.77897644043, 3148.945556640625, 264.73805236816406, 5863.064315795898, 4899.7100830078125, 3577.870750427246, 1998.3626747131348, 8439.8828125]","[4852.0, 6370.0, 8037.0, 3169.0, 5955.0, 3914.0, 3840.0, 3203.0, 3009.0, 673.0]","[-1628.8559761047363, 1004.8791122436523, -3450.2210235595703, -20.054443359375, -5690.261947631836, 1949.0643157958984, 1059.7100830078125, 374.8707504272461, -1010.6373252868652, 7766.8828125]","[-16.45309066772461, 10.577674865722656, -35.206336975097656, -0.20890045166015625, -59.273563385009766, 21.418289184570312, 11.038646697998047, 3.8646469116210938, -10.418941497802734, 80.905029296875]"
7,3,5,gnn_learned,1049.982,"[2729.7333850860596, 7229.277725219727, 4374.959548950195, 2913.0480346679688, 1232.5794982910156, 5627.90438079834, 4961.625732421875, 3256.728832244873, 1767.8333740234375, 7779.529052734375]","[4852.0, 6370.0, 8037.0, 3169.0, 5955.0, 3914.0, 3840.0, 3203.0, 3009.0, 673.0]","[-2122.2666149139404, 859.2777252197266, -3662.0404510498047, -255.95196533203125, -4722.420501708984, 1713.9043807983398, 1121.625732421875, 53.72883224487305, -1241.1666259765625, 7106.529052734375]","[-21.437036514282227, 9.045028686523438, -37.367759704589844, -2.666166305541992, -49.19187927246094, 18.83411407470703, 11.683601379394531, 0.5539054870605469, -12.7955322265625, 74.0263442993164]"
7,4,5,gnn_learned,1294.7465,"[3220.0642471313477, 8037.95768737793, 4762.303741455078, 3051.8355712890625, 566.0332489013672, 6349.514274597168, 5334.4259033203125, 3759.515224456787, 2544.4905395507812, 8752.854736328125]","[4852.0, 6370.0, 8037.0, 3169.0, 5955.0, 3914.0, 3840.0, 3203.0, 3009.0, 673.0]","[-1631.9357528686523, 1667.9576873779297, -3274.696258544922, -117.1644287109375, -5388.966751098633, 2435.514274597168, 1494.4259033203125, 556.5152244567871, -464.50946044921875, 8079.854736328125]","[-16.48419952392578, 17.557449340820312, -33.41526794433594, -1.2204627990722656, -56.13507080078125, 26.763893127441406, 15.566936492919922, 5.737270355224609, -4.78875732421875, 84.16515350341797]"
